image_path,img_index,char_index,char_label,char_box_x1,char_box_y1,char_box_x2,char_box_y2,points_json
./manual_dot_image/images\dot_font_random_34.png,33,5,Y,1240,40,1440,320,"[[1240, 40], [1400, 40], [1240, 80], [1400, 80], [1280, 120], [1360, 120], [1320, 160], [1320, 200], [1320, 240], [1320, 280]]"
./manual_dot_image/images\dot_font_random_35.png,34,0,3,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [200, 120], [120, 160], [160, 160], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_35.png,34,1,0,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [440, 80], [280, 120], [400, 120], [440, 120], [280, 160], [360, 160], [440, 160], [280, 200], [320, 200], [440, 200], [280, 240], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_35.png,34,2,2,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [680, 120], [640, 160], [600, 200], [560, 240], [520, 280], [560, 280], [600, 280], [640, 280], [680, 280]]"
./manual_dot_image/images\dot_font_random_35.png,34,3,A,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [760, 160], [800, 160], [840, 160], [880, 160], [920, 160], [760, 200], [920, 200], [760, 240], [920, 240], [760, 280], [920, 280]]"
./manual_dot_image/images\dot_font_random_35.png,34,4,2,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1160, 120], [1120, 160], [1080, 200], [1040, 240], [1000, 280], [1040, 280], [1080, 280], [1120, 280], [1160, 280]]"
./manual_dot_image/images\dot_font_random_35.png,34,5,9,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1400, 120], [1280, 160], [1320, 160], [1360, 160], [1400, 160], [1400, 200], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_36.png,35,0,1,40,40,240,320,"[[120, 40], [80, 80], [120, 80], [120, 120], [120, 160], [120, 200], [120, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_36.png,35,1,7,280,40,480,320,"[[280, 40], [320, 40], [360, 40], [400, 40], [440, 40], [440, 80], [400, 120], [360, 160], [320, 200], [320, 240], [320, 280]]"
./manual_dot_image/images\dot_font_random_36.png,35,2,3,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [680, 120], [600, 160], [640, 160], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_36.png,35,3,3,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [920, 120], [840, 160], [880, 160], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_36.png,35,4,9,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1000, 120], [1160, 120], [1040, 160], [1080, 160], [1120, 160], [1160, 160], [1160, 200], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_36.png,35,5,9,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1400, 120], [1280, 160], [1320, 160], [1360, 160], [1400, 160], [1400, 200], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_37.png,36,0,4,40,40,240,320,"[[160, 40], [120, 80], [160, 80], [80, 120], [160, 120], [40, 160], [160, 160], [40, 200], [80, 200], [120, 200], [160, 200], [200, 200], [160, 240], [160, 280]]"
./manual_dot_image/images\dot_font_random_37.png,36,1,6,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [280, 120], [320, 120], [360, 120], [400, 120], [280, 160], [440, 160], [280, 200], [440, 200], [280, 240], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_37.png,36,2,Y,520,40,720,320,"[[520, 40], [680, 40], [520, 80], [680, 80], [560, 120], [640, 120], [600, 160], [600, 200], [600, 240], [600, 280]]"
./manual_dot_image/images\dot_font_random_37.png,36,3,1,760,40,960,320,"[[840, 40], [800, 80], [840, 80], [840, 120], [840, 160], [840, 200], [840, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_37.png,36,4,9,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1000, 120], [1160, 120], [1040, 160], [1080, 160], [1120, 160], [1160, 160], [1160, 200], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_37.png,36,5,4,1240,40,1440,320,"[[1360, 40], [1320, 80], [1360, 80], [1280, 120], [1360, 120], [1240, 160], [1360, 160], [1240, 200], [1280, 200], [1320, 200], [1360, 200], [1400, 200], [1360, 240], [1360, 280]]"
./manual_dot_image/images\dot_font_random_38.png,37,0,4,40,40,240,320,"[[160, 40], [120, 80], [160, 80], [80, 120], [160, 120], [40, 160], [160, 160], [40, 200], [80, 200], [120, 200], [160, 200], [200, 200], [160, 240], [160, 280]]"
./manual_dot_image/images\dot_font_random_38.png,37,1,6,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [280, 120], [320, 120], [360, 120], [400, 120], [280, 160], [440, 160], [280, 200], [440, 200], [280, 240], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_38.png,37,2,A,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [520, 160], [560, 160], [600, 160], [640, 160], [680, 160], [520, 200], [680, 200], [520, 240], [680, 240], [520, 280], [680, 280]]"
./manual_dot_image/images\dot_font_random_38.png,37,3,5,760,40,960,320,"[[760, 40], [800, 40], [840, 40], [880, 40], [920, 40], [760, 80], [760, 120], [800, 120], [840, 120], [880, 120], [920, 160], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_38.png,37,4,4,1000,40,1200,320,"[[1120, 40], [1080, 80], [1120, 80], [1040, 120], [1120, 120], [1000, 160], [1120, 160], [1000, 200], [1040, 200], [1080, 200], [1120, 200], [1160, 200], [1120, 240], [1120, 280]]"
./manual_dot_image/images\dot_font_random_38.png,37,5,8,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1400, 120], [1280, 160], [1320, 160], [1360, 160], [1240, 200], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_39.png,38,0,Y,40,40,240,320,"[[40, 40], [200, 40], [40, 80], [200, 80], [80, 120], [160, 120], [120, 160], [120, 200], [120, 240], [120, 280]]"
./manual_dot_image/images\dot_font_random_39.png,38,1,9,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [440, 80], [280, 120], [440, 120], [320, 160], [360, 160], [400, 160], [440, 160], [440, 200], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_39.png,38,2,A,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [520, 160], [560, 160], [600, 160], [640, 160], [680, 160], [520, 200], [680, 200], [520, 240], [680, 240], [520, 280], [680, 280]]"
./manual_dot_image/images\dot_font_random_39.png,38,3,0,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [880, 120], [920, 120], [760, 160], [840, 160], [920, 160], [760, 200], [800, 200], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_39.png,38,4,5,1000,40,1200,320,"[[1000, 40], [1040, 40], [1080, 40], [1120, 40], [1160, 40], [1000, 80], [1000, 120], [1040, 120], [1080, 120], [1120, 120], [1160, 160], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_39.png,38,5,6,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1240, 120], [1280, 120], [1320, 120], [1360, 120], [1240, 160], [1400, 160], [1240, 200], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_40.png,39,0,0,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [40, 120], [160, 120], [200, 120], [40, 160], [120, 160], [200, 160], [40, 200], [80, 200], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_40.png,39,1,Y,280,40,480,320,"[[280, 40], [440, 40], [280, 80], [440, 80], [320, 120], [400, 120], [360, 160], [360, 200], [360, 240], [360, 280]]"
./manual_dot_image/images\dot_font_random_40.png,39,2,8,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [560, 160], [600, 160], [640, 160], [520, 200], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_40.png,39,3,0,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [880, 120], [920, 120], [760, 160], [840, 160], [920, 160], [760, 200], [800, 200], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_40.png,39,4,5,1000,40,1200,320,"[[1000, 40], [1040, 40], [1080, 40], [1120, 40], [1160, 40], [1000, 80], [1000, 120], [1040, 120], [1080, 120], [1120, 120], [1160, 160], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_40.png,39,5,5,1240,40,1440,320,"[[1240, 40], [1280, 40], [1320, 40], [1360, 40], [1400, 40], [1240, 80], [1240, 120], [1280, 120], [1320, 120], [1360, 120], [1400, 160], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_41.png,40,0,3,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [200, 120], [120, 160], [160, 160], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_41.png,40,1,5,280,40,480,320,"[[280, 40], [320, 40], [360, 40], [400, 40], [440, 40], [280, 80], [280, 120], [320, 120], [360, 120], [400, 120], [440, 160], [440, 200], [280, 240], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_41.png,40,2,4,520,40,720,320,"[[640, 40], [600, 80], [640, 80], [560, 120], [640, 120], [520, 160], [640, 160], [520, 200], [560, 200], [600, 200], [640, 200], [680, 200], [640, 240], [640, 280]]"
./manual_dot_image/images\dot_font_random_41.png,40,3,9,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [800, 160], [840, 160], [880, 160], [920, 160], [920, 200], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_41.png,40,4,0,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1000, 120], [1120, 120], [1160, 120], [1000, 160], [1080, 160], [1160, 160], [1000, 200], [1040, 200], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_41.png,40,5,6,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1240, 120], [1280, 120], [1320, 120], [1360, 120], [1240, 160], [1400, 160], [1240, 200], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_42.png,41,0,0,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [40, 120], [160, 120], [200, 120], [40, 160], [120, 160], [200, 160], [40, 200], [80, 200], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_42.png,41,1,2,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [440, 80], [440, 120], [400, 160], [360, 200], [320, 240], [280, 280], [320, 280], [360, 280], [400, 280], [440, 280]]"
./manual_dot_image/images\dot_font_random_42.png,41,2,6,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [520, 120], [560, 120], [600, 120], [640, 120], [520, 160], [680, 160], [520, 200], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_42.png,41,3,1,760,40,960,320,"[[840, 40], [800, 80], [840, 80], [840, 120], [840, 160], [840, 200], [840, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_42.png,41,4,1,1000,40,1200,320,"[[1080, 40], [1040, 80], [1080, 80], [1080, 120], [1080, 160], [1080, 200], [1080, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_42.png,41,5,7,1240,40,1440,320,"[[1240, 40], [1280, 40], [1320, 40], [1360, 40], [1400, 40], [1400, 80], [1360, 120], [1320, 160], [1280, 200], [1280, 240], [1280, 280]]"
./manual_dot_image/images\dot_font_random_43.png,42,0,A,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [40, 120], [200, 120], [40, 160], [80, 160], [120, 160], [160, 160], [200, 160], [40, 200], [200, 200], [40, 240], [200, 240], [40, 280], [200, 280]]"
./manual_dot_image/images\dot_font_random_43.png,42,1,3,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [440, 80], [440, 120], [360, 160], [400, 160], [440, 200], [280, 240], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_43.png,42,2,9,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [560, 160], [600, 160], [640, 160], [680, 160], [680, 200], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_43.png,42,3,9,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [800, 160], [840, 160], [880, 160], [920, 160], [920, 200], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_43.png,42,4,A,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1000, 120], [1160, 120], [1000, 160], [1040, 160], [1080, 160], [1120, 160], [1160, 160], [1000, 200], [1160, 200], [1000, 240], [1160, 240], [1000, 280], [1160, 280]]"
./manual_dot_image/images\dot_font_random_43.png,42,5,0,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1360, 120], [1400, 120], [1240, 160], [1320, 160], [1400, 160], [1240, 200], [1280, 200], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_44.png,43,0,1,40,40,240,320,"[[120, 40], [80, 80], [120, 80], [120, 120], [120, 160], [120, 200], [120, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_44.png,43,1,9,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [440, 80], [280, 120], [440, 120], [320, 160], [360, 160], [400, 160], [440, 160], [440, 200], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_44.png,43,2,8,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [560, 160], [600, 160], [640, 160], [520, 200], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_44.png,43,3,8,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [800, 160], [840, 160], [880, 160], [760, 200], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_44.png,43,4,2,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1160, 120], [1120, 160], [1080, 200], [1040, 240], [1000, 280], [1040, 280], [1080, 280], [1120, 280], [1160, 280]]"
./manual_dot_image/images\dot_font_random_44.png,43,5,Y,1240,40,1440,320,"[[1240, 40], [1400, 40], [1240, 80], [1400, 80], [1280, 120], [1360, 120], [1320, 160], [1320, 200], [1320, 240], [1320, 280]]"
./manual_dot_image/images\dot_font_random_45.png,44,0,8,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [40, 120], [200, 120], [80, 160], [120, 160], [160, 160], [40, 200], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_45.png,44,1,6,280,40,480,320,"[[320, 40], [360, 40], [400, 40], [280, 80], [280, 120], [320, 120], [360, 120], [400, 120], [280, 160], [440, 160], [280, 200], [440, 200], [280, 240], [440, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_45.png,44,2,5,520,40,720,320,"[[520, 40], [560, 40], [600, 40], [640, 40], [680, 40], [520, 80], [520, 120], [560, 120], [600, 120], [640, 120], [680, 160], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_45.png,44,3,9,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [800, 160], [840, 160], [880, 160], [920, 160], [920, 200], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_45.png,44,4,5,1000,40,1200,320,"[[1000, 40], [1040, 40], [1080, 40], [1120, 40], [1160, 40], [1000, 80], [1000, 120], [1040, 120], [1080, 120], [1120, 120], [1160, 160], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_45.png,44,5,A,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1400, 120], [1240, 160], [1280, 160], [1320, 160], [1360, 160], [1400, 160], [1240, 200], [1400, 200], [1240, 240], [1400, 240], [1240, 280], [1400, 280]]"
./manual_dot_image/images\dot_font_random_46.png,45,0,7,40,40,240,320,"[[40, 40], [80, 40], [120, 40], [160, 40], [200, 40], [200, 80], [160, 120], [120, 160], [80, 200], [80, 240], [80, 280]]"
./manual_dot_image/images\dot_font_random_46.png,45,1,1,280,40,480,320,"[[360, 40], [320, 80], [360, 80], [360, 120], [360, 160], [360, 200], [360, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_46.png,45,2,5,520,40,720,320,"[[520, 40], [560, 40], [600, 40], [640, 40], [680, 40], [520, 80], [520, 120], [560, 120], [600, 120], [640, 120], [680, 160], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_46.png,45,3,9,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [800, 160], [840, 160], [880, 160], [920, 160], [920, 200], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_46.png,45,4,Y,1000,40,1200,320,"[[1000, 40], [1160, 40], [1000, 80], [1160, 80], [1040, 120], [1120, 120], [1080, 160], [1080, 200], [1080, 240], [1080, 280]]"
./manual_dot_image/images\dot_font_random_46.png,45,5,Y,1240,40,1440,320,"[[1240, 40], [1400, 40], [1240, 80], [1400, 80], [1280, 120], [1360, 120], [1320, 160], [1320, 200], [1320, 240], [1320, 280]]"
./manual_dot_image/images\dot_font_random_47.png,46,0,Y,40,40,240,320,"[[40, 40], [200, 40], [40, 80], [200, 80], [80, 120], [160, 120], [120, 160], [120, 200], [120, 240], [120, 280]]"
./manual_dot_image/images\dot_font_random_47.png,46,1,4,280,40,480,320,"[[400, 40], [360, 80], [400, 80], [320, 120], [400, 120], [280, 160], [400, 160], [280, 200], [320, 200], [360, 200], [400, 200], [440, 200], [400, 240], [400, 280]]"
./manual_dot_image/images\dot_font_random_47.png,46,2,1,520,40,720,320,"[[600, 40], [560, 80], [600, 80], [600, 120], [600, 160], [600, 200], [600, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_47.png,46,3,5,760,40,960,320,"[[760, 40], [800, 40], [840, 40], [880, 40], [920, 40], [760, 80], [760, 120], [800, 120], [840, 120], [880, 120], [920, 160], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_47.png,46,4,6,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1000, 120], [1040, 120], [1080, 120], [1120, 120], [1000, 160], [1160, 160], [1000, 200], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_47.png,46,5,0,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1360, 120], [1400, 120], [1240, 160], [1320, 160], [1400, 160], [1240, 200], [1280, 200], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_48.png,47,0,5,40,40,240,320,"[[40, 40], [80, 40], [120, 40], [160, 40], [200, 40], [40, 80], [40, 120], [80, 120], [120, 120], [160, 120], [200, 160], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_48.png,47,1,1,280,40,480,320,"[[360, 40], [320, 80], [360, 80], [360, 120], [360, 160], [360, 200], [360, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_48.png,47,2,3,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [680, 120], [600, 160], [640, 160], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_48.png,47,3,8,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [800, 160], [840, 160], [880, 160], [760, 200], [920, 200], [760, 240], [920, 240], [800, 280], [840, 280], [880, 280]]"
./manual_dot_image/images\dot_font_random_48.png,47,4,8,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1000, 120], [1160, 120], [1040, 160], [1080, 160], [1120, 160], [1000, 200], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_48.png,47,5,Y,1240,40,1440,320,"[[1240, 40], [1400, 40], [1240, 80], [1400, 80], [1280, 120], [1360, 120], [1320, 160], [1320, 200], [1320, 240], [1320, 280]]"
./manual_dot_image/images\dot_font_random_49.png,48,0,3,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [200, 120], [120, 160], [160, 160], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_49.png,48,1,1,280,40,480,320,"[[360, 40], [320, 80], [360, 80], [360, 120], [360, 160], [360, 200], [360, 240], [320, 280], [360, 280], [400, 280]]"
./manual_dot_image/images\dot_font_random_49.png,48,2,A,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [520, 160], [560, 160], [600, 160], [640, 160], [680, 160], [520, 200], [680, 200], [520, 240], [680, 240], [520, 280], [680, 280]]"
./manual_dot_image/images\dot_font_random_49.png,48,3,7,760,40,960,320,"[[760, 40], [800, 40], [840, 40], [880, 40], [920, 40], [920, 80], [880, 120], [840, 160], [800, 200], [800, 240], [800, 280]]"
./manual_dot_image/images\dot_font_random_49.png,48,4,5,1000,40,1200,320,"[[1000, 40], [1040, 40], [1080, 40], [1120, 40], [1160, 40], [1000, 80], [1000, 120], [1040, 120], [1080, 120], [1120, 120], [1160, 160], [1160, 200], [1000, 240], [1160, 240], [1040, 280], [1080, 280], [1120, 280]]"
./manual_dot_image/images\dot_font_random_49.png,48,5,1,1240,40,1440,320,"[[1320, 40], [1280, 80], [1320, 80], [1320, 120], [1320, 160], [1320, 200], [1320, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_50.png,49,0,6,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [40, 120], [80, 120], [120, 120], [160, 120], [40, 160], [200, 160], [40, 200], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_50.png,49,1,4,280,40,480,320,"[[400, 40], [360, 80], [400, 80], [320, 120], [400, 120], [280, 160], [400, 160], [280, 200], [320, 200], [360, 200], [400, 200], [440, 200], [400, 240], [400, 280]]"
./manual_dot_image/images\dot_font_random_50.png,49,2,3,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [680, 120], [600, 160], [640, 160], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_50.png,49,3,A,760,40,960,320,"[[800, 40], [840, 40], [880, 40], [760, 80], [920, 80], [760, 120], [920, 120], [760, 160], [800, 160], [840, 160], [880, 160], [920, 160], [760, 200], [920, 200], [760, 240], [920, 240], [760, 280], [920, 280]]"
./manual_dot_image/images\dot_font_random_50.png,49,4,A,1000,40,1200,320,"[[1040, 40], [1080, 40], [1120, 40], [1000, 80], [1160, 80], [1000, 120], [1160, 120], [1000, 160], [1040, 160], [1080, 160], [1120, 160], [1160, 160], [1000, 200], [1160, 200], [1000, 240], [1160, 240], [1000, 280], [1160, 280]]"
./manual_dot_image/images\dot_font_random_50.png,49,5,8,1240,40,1440,320,"[[1280, 40], [1320, 40], [1360, 40], [1240, 80], [1400, 80], [1240, 120], [1400, 120], [1280, 160], [1320, 160], [1360, 160], [1240, 200], [1400, 200], [1240, 240], [1400, 240], [1280, 280], [1320, 280], [1360, 280]]"
./manual_dot_image/images\dot_font_random_51.png,50,0,8,40,40,240,320,"[[80, 40], [120, 40], [160, 40], [40, 80], [200, 80], [40, 120], [200, 120], [80, 160], [120, 160], [160, 160], [40, 200], [200, 200], [40, 240], [200, 240], [80, 280], [120, 280], [160, 280]]"
./manual_dot_image/images\dot_font_random_51.png,50,1,4,280,40,480,320,"[[400, 40], [360, 80], [400, 80], [320, 120], [400, 120], [280, 160], [400, 160], [280, 200], [320, 200], [360, 200], [400, 200], [440, 200], [400, 240], [400, 280]]"
./manual_dot_image/images\dot_font_random_51.png,50,2,8,520,40,720,320,"[[560, 40], [600, 40], [640, 40], [520, 80], [680, 80], [520, 120], [680, 120], [560, 160], [600, 160], [640, 160], [520, 200], [680, 200], [520, 240], [680, 240], [560, 280], [600, 280], [640, 280]]"
./manual_dot_image/images\dot_font_random_51.png,50,3,4,760,40,960,320,"[[880, 40], [840, 80], [880, 80], [800, 120], [880, 120], [760, 160], [880, 160], [760, 200], [800, 200], [840, 200], [880, 200], [920, 200], [880, 240], [880, 280]]"
./manual_dot_image/images\dot_font_random_51.png,50,4,Y,1000,40,1200,320,"[[1000, 40], [1160, 40], [1000, 80], [1160, 80], [1040, 120], [1120, 120], [1080, 160], [1080, 200], [1080, 240], [1080, 280]]"
